CpGmarker,chr:coord_hg19,RNA_seq_ENCFF754LBN,RNA_seq_ENCFF398HDS
cg12766348,chr5:178054039,0.8062955543269507,0.016124412926434264
cg12871124,chr5:110848106,0.3006714718634648,0.017622142938697443
cg14161426,chr5:96143592,0.2984074121044965,0.008320000022649765
cg14409941,chr5:178771781,0.007638437511299604,0.00440110768188728
cg15219393,chr5:149109878,,0.021751387674507298
cg16257040,chr5:177557700,0.010362405623177523,0.015546496712813412
cg16509658,chr5:160975347,,
cg16821394,chr5:141488611,0.05064990012407154,2.204882390183998
cg17178888,chr5:159739851,,
cg17811228,chr5:139175116,,
cg17946497,chr5:172198141,43.54816447031171,0.04278316800944678
cg19238398,chr5:138775248,0.05042441691427181,0.029316648080366776
cg19704039,chr5:141392512,0.028938103424674223,0.00745722689438893
cg19885761,chr5:175223646,,0.0027699999045580626
cg20044189,chr5:141704548,0.005549999885261059,0.003766868584507117
cg20060451,chr5:179159945,0.0027699999045580626,0.541968859911298
cg20986134,chr5:126112439,0.010632857116386778,
cg21101222,chr5:151138161,0.14574650294176666,0.005549999885261059
cg21703138,chr5:133561950,0.25812698360021574,0.03915039915823729
cg22229034,chr5:172198031,75.25565582974593,0.05606986347158424
cg22913584,chr5:81046758,0.19332784428443833,
cg23091824,chr5:1112355,0.11745294221841238,
cg23953133,chr5:126112875,0.012868577672375573,0.29372721710207317
cg23983884,chr5:176900806,0.010539599955081939,
cg24003306,chr5:1799717,0.06716087035348882,0.005549999885261059
cg24371225,chr5:43192392,0.011090000160038471,0.0027699999045580626
cg24886748,chr5:1111731,0.23874927685593728,
cg25084220,chr5:126366197,0.46285048530203593,
cg25159610,chr5:57756802,,0.01733012467060083
cg25177452,chr5:72416677,,
cg25707005,chr5:138775200,0.04369592877005094,0.02809972949263111
cg25720804,chr5:170736389,,
cg26054540,chr5:1009204,,
cg26361928,chr5:151151522,0.008320000022649765,0.3986858056512929
cg26399201,chr5:132149404,,
cg26747293,chr5:38258670,,
cg26796283,chr5:174151334,,0.0027699999045580626
cg26929490,chr5:36877626,0.045262692918875566,0.49630149574648413
cg27116713,chr5:176853836,0.006273437479103449,0.40320631785284794
cg00347904,chr6:35182508,,
cg00502442,chr6:157801893,0.06190920204267909,0.0027699999045580626
cg00620629,chr6:116989951,0.2826458572582278,
cg00702231,chr6:144329473,0.02641902730203329,
cg00839802,chr6:119671238,0.009653688830794857,0.028693721539721908
cg00984602,chr6:43139692,,0.4081554617221813
cg01505176,chr6:31763310,0.13723381542301089,
cg01594214,chr6:123110554,0.03786298955542658,0.2029949624946067
cg01818492,chr6:132129363,,
cg01932459,chr6:109703513,1.8160156923952393,0.05421810458295809
cg01998682,chr6:151712546,0.33874977680104335,0.07403194529940363
cg02128567,chr6:39196998,0.019382734035925685,
cg02257681,chr6:31698002,0.06147294261601946,
cg02322621,chr6:33422403,0.0027699999045580626,0.04568247333599595
cg03298413,chr6:32095941,0.20485970639920498,0.005549999885261059
cg03447931,chr6:7726645,0.005549999885261059,0.07236586052673565
cg03969906,chr6:26021768,0.0883811935708322,0.36286478879585155
cg04006554,chr6:46138530,,
cg04329454,chr6:33561099,0.009105750023930643,
cg04600618,chr6:43612980,,0.012704915047418011
cg04623837,chr6:29943414,,0.005549999885261059
cg04878727,chr6:28317483,,
cg05360265,chr6:147525477,0.017143789736222322,0.6091579056351893
cg06659073,chr6:158589307,0.03353449535491162,0.04861064333734768
cg06913228,chr6:90062465,1.900185538571969,0.024555442417947066
cg07077459,chr6:144329052,0.02713720688823973,
cg07336230,chr6:39693357,,
cg07914959,chr6:91006321,0.42341037568847584,0.0027699999045580626
cg07935151,chr6:31774618,0.09019020769333878,
cg07936037,chr6:7313172,0.4106786533344788,0.005531342167269764
cg07940485,chr6:111409222,0.013006784578862224,0.16807765521090523
cg08179530,chr6:36648295,0.010324680873073954,0.30941314211212784
cg08738040,chr6:42896906,0.03094797981601032,0.007589442343849232
cg08826863,chr6:43738006,0.005549999885261059,0.3532890777428358
cg09384159,chr6:112408580,0.18501320494421197,0.019707671469717306
cg09472953,chr6:146056770,0.02258420041522521,0.020516018162405055
cg09657265,chr6:123110763,0.0355189023562649,0.056631271562485624
cg09834205,chr6:150185198,0.005525618334146144,0.0027699999045580626
cg11763112,chr6:84937277,0.016145968119514437,
cg12757684,chr6:144329485,0.026578129554850206,
cg12963312,chr6:52441723,0.14924675851117497,
cg13562911,chr6:11044106,,
cg14338887,chr6:42928500,,0.03064940109421636
cg14363494,chr6:33176234,0.14265290117356927,0.4589139464862493
cg14402472,chr6:29691165,0.018987591096274826,3.031110708012703
cg14426525,chr6:123110598,0.03788396467842589,0.20408750613895885
cg14839932,chr6:43139162,0.0027699999045580626,0.2409817367963689
cg15256539,chr6:80816434,,0.06021370922553946
cg16041611,chr6:43139680,,0.4001816960047011
cg16842485,chr6:31628639,0.10986865277720285,
cg17055145,chr6:76459077,,0.011434637295230683
cg17329164,chr6:32121259,0.0027699999045580626,0.0027699999045580626
cg18055007,chr6:31698226,0.09799506191043485,
cg18189601,chr6:33176225,0.13746550355249187,0.4589139464862493
cg18217172,chr6:139309321,0.367150221283772,0.008602371858731389
cg18247054,chr6:167369941,3.060638660301535,0.005549999885261059
cg18335933,chr6:2765945,0.011102433266739051,0.7111708000116514
cg18387216,chr6:114291911,0.08221731008392374,0.009837716548358948
cg18418460,chr6:150390014,,
cg18630040,chr6:46702983,0.06717852856081323,0.01871471326540403
cg18654873,chr6:91296666,0.46341778000728445,
cg19595170,chr6:43139150,0.0027699999045580626,0.22942197392204483
cg20225889,chr6:33285470,0.07576962358879066,0.013869999907910824
cg21195414,chr6:53213871,0.5222363259361754,0.015712746218974952
cg21273098,chr6:109762418,0.0461968082883523,0.39330685816872446
cg21663580,chr6:43044771,,0.01535049505015411
cg21769943,chr6:37137738,,0.11444133520126343
cg22378065,chr6:144329172,0.033852693130101946,
cg22407458,chr6:35109121,0.006815904715941066,
cg22874560,chr6:37225361,0.017321446474977215,0.004869439123442101
cg23076086,chr6:112194849,0.027308695564937334,0.043023291266897225
cg23244913,chr6:29943401,,0.005549999885261059
cg23390397,chr6:109777103,0.05702573772840446,0.03218705524723032
cg23429696,chr6:71665936,,
cg23833452,chr6:146864752,0.0027699999045580626,0.047345481860642157
cg24000189,chr6:30710425,0.37920553783451827,
cg24311382,chr6:132272408,0.0027699999045580626,
cg24358465,chr6:27100860,0.01391980237890727,7.066084923401621
cg24450157,chr6:30640543,0.1867221095778795,
cg24847163,chr6:29600980,0.011553266592479001,
cg25211525,chr6:3751739,0.054945386291256275,0.0031235963933316895
cg25885771,chr6:27806081,5.328467202294465,0.06326441358579811
cg26252167,chr6:110300573,,
cg26331192,chr6:24775229,0.015774042622998675,0.09526466390508201
cg26845300,chr6:158243833,0.15610725742920378,0.05601698137927321
cg27331144,chr6:33175688,0.02308528694995398,
cg27472295,chr6:83073619,,0.010082727382806215
cg00084687,chr7:92076896,0.08026980015999659,0.3619387917182286
cg00288562,chr7:23571645,2.2286016567535323,0.010560524011413082
cg01048931,chr7:55639931,0.5230096764026437,0.024494697180745654
cg01888566,chr7:130126513,,0.011090000160038471
cg02096656,chr7:139025181,0.024323282475433958,0.005312236729016723
cg02376703,chr7:143106130,0.028474389938864766,0.01184780898849281
cg02661879,chr7:128470614,,
cg03266904,chr7:135194685,0.24071927960217,0.01334142847917974
cg03311036,chr7:142985443,,0.2752384250913428
cg04350646,chr7:42972170,,0.37240662686989634
cg04619859,chr7:134855396,0.1733512376567979,0.07650084795425657
cg04770504,chr7:24797363,0.01975713214811467,0.07407284267897023
cg05526376,chr7:97736360,,0.5264655610865211
cg05669210,chr7:100450634,,0.056151159267274306
cg05953394,chr7:151573773,0.9082877559034604,0.0403957750005797
cg06161738,chr7:151722986,0.005549999885261059,0.3975463840841058
cg07050831,chr7:139025240,0.023709010992936052,0.0056285237084098515
cg07424155,chr7:116503126,,0.11955783052597557
cg07651242,chr7:45614720,,
cg07671603,chr7:156433350,0.023557419337893046,0.013869999907910824
cg07681084,chr7:156685826,0.311841318533176,0.004198397684698276
cg07819926,chr7:139025145,0.024323282475433958,0.005238448163285723
cg08107767,chr7:56019574,0.009785566026485473,0.1189598275733919
cg08434234,chr7:137531173,,
cg08572611,chr7:100253914,,
cg08575537,chr7:100318626,,
cg08635249,chr7:127983877,0.08099233879031037,
cg08703595,chr7:35734160,1.1460134155881079,0.005549999885261059
cg08724636,chr7:39663756,0.011535107088346456,0.20511812960120507
cg09283635,chr7:127032512,2.197302845053542,0.045165835236410545
cg09450020,chr7:89841435,,
cg10158711,chr7:148725822,0.16207531980809667,
cg10256052,chr7:99036534,0.04293332065441715,0.19727305054979086
cg10293925,chr7:38670985,,
cg10442358,chr7:100137102,,0.03587781991745155
cg10551759,chr7:121036528,0.08931468151747546,
cg10639440,chr7:30029231,0.04325517504068557,0.011654141932152785
cg10698222,chr7:99756139,0.3718961084962932,0.02247488773566907
cg10857807,chr7:2272392,0.04615305505585783,
cg11051843,chr7:80548695,0.008587228919727257,0.08621466691019358
cg11166252,chr7:17338258,0.018788148311001285,4.919854481909864
cg11528101,chr7:43909044,0.4192820994690413,
cg11592951,chr7:100472745,0.01871750001674113,0.40379340779371664
cg11609154,chr7:139026010,0.010202897363939346,0.0797319949611904
cg11719452,chr7:100027776,0.030057781092867844,0.510796782158854
cg11959821,chr7:45151241,0.14431604829752037,0.01501209313382012
cg12588476,chr7:99647494,0.011830638341130094,0.015076740611241096
cg12776163,chr7:35840706,0.007249348807733419,0.43274361602245615
cg12782180,chr7:127880932,,
cg12838902,chr7:5322586,,
cg13369981,chr7:100027501,0.02857559046211831,0.6419451105178443
cg13679077,chr7:22862647,1.927718285471201,0.019249890067856826
cg13801416,chr7:134143919,0.21704191295886596,0.011490089272099015
cg14001567,chr7:86974838,0.17226999991573394,0.043191489149281316
cg14018807,chr7:127225619,0.7802157540514375,
cg14094063,chr7:140624470,0.3758726678324162,0.10820925911819493
cg14094960,chr7:55086890,,
cg14785449,chr7:97501736,0.07859632687177509,
cg15413566,chr7:8301971,0.036866862217293066,0.005549999885261059
cg15740366,chr7:128049868,0.25639994768788676,
cg15816080,chr7:65670215,,0.05535670389634604
cg15898840,chr7:45960834,0.04628964717241439,
cg16040953,chr7:1609817,0.016383618392865174,0.025261781832880595
cg16063666,chr7:86974833,0.16952921943511906,0.041399999743416196
cg16192029,chr7:117864674,,
cg17607973,chr7:100027408,0.026171458322399605,0.6211843626977797
cg18349835,chr7:158937107,0.009206138857148796,0.005530559325955443
cg18417464,chr7:139025179,0.024323282475433958,0.005309066553600132
cg18515291,chr7:73134093,0.19849991955417245,0.005513820187659578
cg18577494,chr7:100033938,0.20659895361101538,0.0390936903181739
cg18705067,chr7:75914998,,
cg19118812,chr7:37488438,0.861136757120713,0.005549999885261059
cg19221959,chr7:94537347,,
cg19594666,chr7:127881280,,0.0027699999045580626
cg19744122,chr7:105752980,0.004650514598538661,0.03461274063701595
cg19747852,chr7:23571693,2.2312489374146014,0.010094237275090132
cg19781133,chr7:150674980,0.015462197059991233,
cg20052718,chr7:19156902,,
cg20122491,chr7:99102313,,0.034187791343155534
cg20419410,chr7:155089803,0.2491983038157299,1.5460906686479612
cg21270593,chr7:94293250,,0.02338216932574078
cg21685565,chr7:2883529,0.33341785532159923,
cg22920873,chr7:139025153,0.024323282475433958,0.005258548274380906
cg24000099,chr7:6487512,0.08567805494242196,0.028583076137762804
cg24302095,chr7:50861049,0.014261428931994098,
cg24315860,chr7:105029492,0.2892569450131204,
cg24446548,chr7:19157263,,
cg24481633,chr7:111846146,0.35865236933986444,0.020070390221341192
cg25167643,chr7:121513538,,0.008320000022649765
cg25167838,chr7:155605092,,
cg25533361,chr7:2395147,0.008320000022649765,0.5486740374779724
cg25691167,chr7:19184961,,
cg25946952,chr7:143059218,,
cg26083396,chr7:128049885,0.26602149421966675,
cg26521404,chr7:27204981,0.013665719351416333,
cg26561611,chr7:73097960,0.009986000042408705,0.30992538615593845
cg26817382,chr7:44621808,1.0686258157385753,0.027220323878082625
cg27009703,chr7:27204894,0.01335873124154924,
cg27076139,chr7:31091718,,
cg27190537,chr7:56131961,0.008295045066457073,0.4118752114551726
cg27268486,chr7:79764291,,0.015786640232428907
cg00317680,chr8:97274070,0.016473540619040866,1.8394547341173932
cg01399317,chr8:144810339,0.06200463803220271,
cg01677098,chr8:54935025,0.20063251064724574,0.009788840354514727
cg01806808,chr8:142011144,0.08387164055079065,
cg02617361,chr8:42911308,0.003993675109739296,0.21557042419233105
cg04017769,chr8:38644939,0.017249947452912806,3.313537199895578
cg04228628,chr8:9413457,0.01664000004529953,0.8002302838618133
cg04333463,chr8:62626687,0.23688204504753885,
cg06281795,chr8:91095114,,
cg06333435,chr8:22102724,0.006196499895304441,0.026550147985970534
cg06543761,chr8:94929239,0.021088952575401228,0.5799848949506206
cg07103819,chr8:145550365,0.13008359045329088,
cg07490776,chr8:42010169,0.12357029039289871,0.028112800162699486
cg07595113,chr8:67525279,0.16607249292203613,0.004476534546177724
cg08811349,chr8:124286482,0.14561427711580807,
cg08825571,chr8:145159373,0.1672757600905592,1.3093334416721825
cg08949296,chr8:75233153,,
cg09664442,chr8:681122,0.09448214074251021,
cg10220156,chr8:29120487,0.15561194734534162,
cg10303487,chr8:105479058,,
cg10368981,chr8:26435313,0.005549999885261059,0.07174496755244271
cg10473004,chr8:87526705,0.01936705352002105,0.2935650827693603
cg10964421,chr8:23021093,0.08184740665436088,0.005549999885261059
cg11238505,chr8:145691776,,0.10258263904898444
cg11617144,chr8:145729772,0.02383264340169988,0.010541485281347638
cg11856918,chr8:20054956,0.0027699999045580626,1.2207296627732973
cg12254515,chr8:124054090,0.7714545625143515,0.05753494768501505
cg12270520,chr8:146023939,0.0027699999045580626,
cg12508214,chr8:124553600,0.06322094418186074,0.005549999885261059
cg13405161,chr8:141646303,0.008320000022649765,0.06511059866526031
cg13592003,chr8:146126815,0.12389379121047303,0.02036174339790657
cg13612524,chr8:37593879,0.019976913137242615,0.00864864410674673
cg13912117,chr8:132054555,0.005549999885261059,
cg13983578,chr8:29208153,0.4096117206898526,0.0027699999045580626
cg14015044,chr8:22960619,,0.05486132270378115
cg14830952,chr8:86089500,0.023425957465425452,
cg14900471,chr8:11561620,,
cg15839448,chr8:41166530,,
cg15857475,chr8:145742913,0.010065076019937643,
cg16060664,chr8:42010866,0.029540511317398696,0.5290405262735419
cg16241714,chr8:48650511,2.2716874807812926,0.0027699999045580626
cg16286776,chr8:141644897,0.5313503476152396,0.15865199464812244
cg16326979,chr8:107670161,0.0027699999045580626,0.5492851855327384
cg17150465,chr8:144897558,0.08446592468975596,
cg17162024,chr8:53478454,,0.004554691250194554
cg17168535,chr8:21777572,0.004246458234168434,0.043886807884212745
cg17452277,chr8:110551976,0.007440284553279237,0.03152690365302638
cg17457560,chr8:32405851,,
cg18070061,chr8:29207457,0.4359487774328995,0.011090000160038471
cg19139277,chr8:28243953,0.0027699999045580626,0.011339005305924263
cg20672744,chr8:681352,0.23122088892592324,
cg20888907,chr8:38244244,0.013349347132277463,0.14496588545324202
cg21099326,chr8:27168591,0.15289862797667558,0.0027699999045580626
cg21281001,chr8:11725306,0.6049536149252085,0.03043456403299784
cg22870256,chr8:11660209,,0.5933839445619064
cg23045373,chr8:11324048,0.023463025980776077,0.0027699999045580626
cg23290344,chr8:24771466,0.008320000022649765,0.0027699999045580626
cg23324259,chr8:82754387,0.0395852120153912,
cg23512958,chr8:79717776,0.03891580094948658,1.2351487527167113
cg25192419,chr8:25042348,0.014385195551752295,0.2544513182703428
cg25358938,chr8:29940886,0.015169784816078329,0.7408183033478231
cg25751295,chr8:29208540,,0.10351137975143228
cg25781202,chr8:33424350,0.07981994941812055,0.008292574278715223
cg25788012,chr8:145133899,,0.03402806683107443
cg25990647,chr8:54164081,0.005549999885261059,
cg26421123,chr8:146078231,0.1055948133220399,0.017414351922159774
cg26910651,chr8:30669848,0.029580177784288356,
cg27016990,chr8:133492476,0.0027699999045580626,0.0027699999045580626
cg27170159,chr8:101170019,0.0232015774347144,0.005549999885261059
cg00475955,chr9:131592049,0.06736648534101868,0.0027699999045580626
cg01618660,chr9:100882376,0.005323468372938936,
cg01725199,chr9:101569990,0.008320000022649765,0.004780535604887908
cg02058918,chr9:101470884,,
cg02068676,chr9:140149483,,
cg02608019,chr9:93564028,0.012261079576670785,0.46658136520514
cg02942159,chr9:19379994,2.7215021979481797,0.008648239065887136
cg03079681,chr9:21994223,0.028416134496022042,0.014847106099655774
cg03243895,chr9:131314908,,0.9095690718643479
cg03261004,chr9:139981660,0.0027699999045580626,0.28336947606621016
cg03804985,chr9:130159694,,0.043049144308346714
cg03848555,chr9:77567361,0.08345738145292846,0.01321630107332313
cg03950009,chr9:102669115,0.07513236941681464,0.2121260759385643
cg04065065,chr9:35096250,0.08954371612732696,0.008320000022649765
cg05801648,chr9:93564456,0.007996327120143875,0.21975201933163954
cg06087537,chr9:36401074,0.06944150029376032,
cg06252382,chr9:115913783,0.014783363738520579,0.14651496223455057
cg06383088,chr9:100459634,0.35155414264590945,0.00631725343606684
cg06974755,chr9:135996931,0.0484237402324516,0.013279543893035586
cg07027685,chr9:95055737,0.3707687543551821,0.036814012035819486
cg07309102,chr9:110251826,0.2686978300422122,0.007497233933115259
cg07772309,chr9:140353475,0.08201356643074635,
