CpGmarker,chr,pos
cg03114244,chr11,61560355
cg03336167,chr11,2930995
cg03483654,chr11,61102074
cg03555909,chr11,60682030
cg03750407,chr11,67159770
cg03961189,chr11,10772649
cg04396791,chr11,70508180
cg04457979,chr11,2890647
cg04548378,chr11,2906285
cg04549333,chr11,44325823
cg04720330,chr11,2949813
cg04726200,chr11,2930485
cg04920951,chr11,67351271
cg04970352,chr11,44327399
cg05127380,chr11,63953685
cg05492270,chr11,71640085
cg05628549,chr11,6341895
cg05677402,chr11,57335051
cg06044117,chr11,95523445
cg06463913,chr11,207296
cg06499652,chr11,13299410
cg06637774,chr11,72975702
cg07132517,chr11,842517
cg07503829,chr11,236309
cg07696033,chr11,44326410
cg07697569,chr11,118966186
cg07791997,chr11,73882526
cg07912181,chr11,43702277
cg08290212,chr11,62473659
cg08420085,chr11,66313549
cg08573687,chr11,2193041
cg08788717,chr11,8615506
cg08876932,chr11,71955547
cg08914623,chr11,44327572
cg09938079,chr11,3862089
cg10287137,chr11,72929054
cg10343901,chr11,73472211
cg10474368,chr11,74660190
cg10797910,chr11,111473380
cg10805667,chr11,71814220
cg11084035,chr11,62414045
cg11372696,chr11,62528990
cg12177743,chr11,113185079
cg12206093,chr11,65154388
cg12266049,chr11,69461334
cg13245912,chr11,63449340
cg13313036,chr11,66139196
cg13493559,chr11,64019243
cg13828839,chr11,117747166
cg14026971,chr11,13690461
cg14205126,chr11,8985648
cg14724364,chr11,17410554
cg14998713,chr11,128391908
cg15105081,chr11,77532226
cg15383392,chr11,70244691
cg15427448,chr11,117186896
cg15461516,chr11,45686369
cg15498283,chr11,747520
cg15589156,chr11,61684592
cg16000888,chr11,560951
cg16209630,chr11,64885070
cg16218377,chr11,34073324
cg16222698,chr11,114310578
cg16641915,chr11,76778247
cg16718678,chr11,64490633
cg16721845,chr11,68518800
cg17541922,chr11,86511813
cg17575811,chr11,2466409
cg17640322,chr11,35160462
cg17738133,chr11,2907059
cg17820828,chr11,2813298
cg17838765,chr11,43902310
cg18394496,chr11,62554881
cg18411891,chr11,86666000
cg18731789,chr11,64009083
cg19345165,chr11,47600677
cg19497444,chr11,2930794
cg19515518,chr11,694717
cg19570317,chr11,62368881
cg19800926,chr11,73087939
cg19831575,chr11,69590090
cg19948397,chr11,124670177
cg20252016,chr11,64851499
cg20315951,chr11,65554398
cg20483763,chr11,67223174
cg20656116,chr11,33757858
cg20792294,chr11,2165425
cg20909686,chr11,65554042
cg21288099,chr11,14380330
cg21289015,chr11,17566048
cg21389884,chr11,119599425
cg21493666,chr11,73882478
cg21850239,chr11,62528988
cg21902346,chr11,63933484
cg22223602,chr11,119077220
cg22318304,chr11,124543788
cg22477592,chr11,108093921
cg22479947,chr11,3078624
cg22636253,chr11,57102965
cg23121547,chr11,1593657
cg23146358,chr11,2905496
cg23211240,chr11,111383624
cg23548479,chr11,2906679
cg23558650,chr11,73881918
cg23660999,chr11,777775
cg23845773,chr11,6633739
cg24027342,chr11,108131609
cg24088639,chr11,34937564
cg26119740,chr11,73881915
cg26808784,chr11,2017483
cg27173322,chr11,61584112
cg27345286,chr11,33796106
cg27431247,chr11,67888603
cg00155485,chr12,116714600
cg00630583,chr12,133264314
cg00658626,chr12,111284979
cg00819696,chr12,56843016
cg00824109,chr12,6716566
cg01643284,chr12,105629755
cg01833398,chr12,53894760
cg01856985,chr12,6798404
cg02250992,chr12,125348168
cg02501984,chr12,133263946
cg02546521,chr12,132379326
cg02776251,chr12,62654319
cg02964389,chr12,122326713
cg03455874,chr12,125478229
cg03549571,chr12,49488198
cg03742214,chr12,107487383
cg04034767,chr12,52400907
cg04422896,chr12,121454269
cg04797323,chr12,93966978
cg04875709,chr12,12870463
cg04916200,chr12,107168633
cg04956511,chr12,7056008
cg05170326,chr12,7125723
cg05368762,chr12,50135785
cg05432118,chr12,120105824
cg05450995,chr12,122460105
cg05647859,chr12,81331718
cg05745851,chr12,123259105
cg05769161,chr12,568826
cg06462703,chr12,133430564
cg06606198,chr12,124086727
cg06700265,chr12,12715028
cg06742978,chr12,50451907
cg07125991,chr12,113796636
cg07469792,chr12,26112121
cg08041019,chr12,112037456
cg08567916,chr12,53473383
cg08578305,chr12,25403937
cg09215553,chr12,57623421
cg09412715,chr12,66696536
cg09418283,chr12,80084718
cg09678228,chr12,44230058
cg10002103,chr12,46766730
cg10126874,chr12,107487097
cg10966500,chr12,110338339
cg11276198,chr12,25404189
cg11422541,chr12,49182586
cg11468462,chr12,57610686
cg11722639,chr12,56618199
cg11768416,chr12,91348697
cg12382902,chr12,4383699
cg12787624,chr12,50677281
cg12823748,chr12,62654080
cg13236637,chr12,27175529
cg13325261,chr12,27486075
cg13752005,chr12,120426784
cg14108394,chr12,62997291
cg14127958,chr12,105630059
cg14701410,chr12,51818681
cg15700739,chr12,54427700
cg16041660,chr12,42983360
cg16237595,chr12,56615720
cg16245844,chr12,1800488
cg16310717,chr12,4383619
cg16994506,chr12,4383724
cg17026456,chr12,120703085
cg17119688,chr12,110906727
cg17303299,chr12,7023527
cg17469479,chr12,10183208
cg17709466,chr12,56618184
cg17886028,chr12,4383507
cg17903544,chr12,133286774
cg19027571,chr12,133463885
cg19286986,chr12,6931017
cg20361540,chr12,123380447
cg20785344,chr12,133287770
cg20917484,chr12,6644066
cg21768899,chr12,105724426
cg22016818,chr12,3000126
cg22192762,chr12,94542778
cg23123694,chr12,46766543
cg23360251,chr12,6937593
cg23495733,chr12,39299132
cg23921699,chr12,49212561
cg24141135,chr12,57881924
cg24914860,chr12,56360681
cg24979630,chr12,80329299
cg25245322,chr12,56618196
cg25268678,chr12,6420020
cg25943131,chr12,30848710
cg26137794,chr12,124196934
cg26778807,chr12,118498675
cg27049761,chr12,122688708
cg27147004,chr12,130822818
cg27537561,chr12,48298656
cg00303548,chr13,96742413
cg00432979,chr13,21750473
cg00528967,chr13,99228955
cg00671161,chr13,52586367
cg02154956,chr13,100741410
cg04718414,chr13,115000211
cg05073845,chr13,41240516
cg05337966,chr13,50510151
cg07818646,chr13,51483769
cg09083627,chr13,88324597
cg09121849,chr13,30169249
cg09896445,chr13,92050789
cg10552385,chr13,48878037
cg10872447,chr13,45694593
cg14341579,chr13,110438906
cg14405589,chr13,113242289
cg18540305,chr13,114145361
cg22825979,chr13,50571203
cg24321030,chr13,29292888
cg25258291,chr13,98795562
cg25308542,chr13,92000113
cg25999486,chr13,76056030
cg26197220,chr13,45150229
cg26609631,chr13,28366814
cg26847093,chr13,51483765
cg00682653,chr14,68141442
cg01557297,chr14,23822017
cg03062665,chr14,90863127
cg03451296,chr14,105940391
cg04001333,chr14,76045348
cg05366401,chr14,24664722
cg05711886,chr14,101292680
cg05923056,chr14,89883246
cg05978187,chr14,69864930
cg06175025,chr14,78082992
cg06588247,chr14,103244199
cg07016325,chr14,96968745
cg07672479,chr14,102431106
cg08653874,chr14,70233918
cg08707819,chr14,103059391
cg08790491,chr14,58765325
cg08999486,chr14,103523305
cg10484450,chr14,67982152
cg11715903,chr14,53417327
cg12685200,chr14,93214923
cg12771281,chr14,61447816
cg13425637,chr14,61788328
cg14046757,chr14,89029605
cg14174099,chr14,70655862
cg14310034,chr14,54423433
cg14777972,chr14,57735262
cg14847688,chr14,59932113
cg15046735,chr14,78174352
cg15078479,chr14,20811808
cg16101572,chr14,21566698
cg16107553,chr14,64010427
cg16628119,chr14,93582398
cg16961092,chr14,77564635
cg17261830,chr14,75593525
cg17410236,chr14,85996495
cg17412258,chr14,101193017
cg17466535,chr14,20929606
cg17641252,chr14,67878535
cg18112005,chr14,105957509
cg18680021,chr14,94492759
cg19099850,chr14,55595958
cg19456540,chr14,60976285
cg20337385,chr14,39644624
cg20649047,chr14,73925161
cg20718816,chr14,75078842
cg21171130,chr14,24610583
cg21179457,chr14,36002798
cg21600563,chr14,39901846
cg22763181,chr14,100705159
cg23173032,chr14,50359789
cg23602684,chr14,24584099
cg23886551,chr14,105992619
cg23940655,chr14,74227020
cg24165760,chr14,103243389
cg24879595,chr14,50359859
cg24989962,chr14,52734286
cg25096582,chr14,35183928
cg26255649,chr14,50778895
cg27559343,chr14,99947096
cg00480356,chr15,44092806
cg01176271,chr15,64388259
cg01294695,chr15,90294640
cg01808706,chr15,41786623
cg02305723,chr15,25093456
cg02738763,chr15,102264749
cg03002480,chr15,43398338
cg03355298,chr15,45003704
cg03532957,chr15,101792098
cg04400030,chr15,64387986
cg04718342,chr15,65478018
cg05421555,chr15,85924342
cg05595345,chr15,98504173
cg05749577,chr15,69706710
cg05922972,chr15,77362853
cg05983247,chr15,59225658
cg06188683,chr15,69113451
cg07114024,chr15,40733806
cg08348496,chr15,89438671
cg08592761,chr15,71146185
cg09296044,chr15,43477606
cg09472203,chr15,83378614
cg09498379,chr15,56285741
cg10174687,chr15,38746780
cg10253484,chr15,75165896
cg10978402,chr15,90931990
cg11510839,chr15,28344488
cg12467864,chr15,91537971
cg13191049,chr15,99645663
cg14696396,chr15,83776446
cg14797887,chr15,56757312
cg15198335,chr15,66586003
cg15628498,chr15,53082902
cg15809230,chr15,75743753
cg16701105,chr15,66084815
cg16914151,chr15,75249787
cg17718210,chr15,81293605
cg17935677,chr15,44119062
cg18502522,chr15,75165624
cg19136717,chr15,72766740
cg19850348,chr15,55880997
cg20249919,chr15,102029706
cg21304187,chr15,55700471
cg21325760,chr15,23891402
cg21673646,chr15,45479977
cg21801378,chr15,72612125
cg22375192,chr15,99193466
cg22527415,chr15,74988357
cg22936016,chr15,40075187
cg23311628,chr15,63481868
cg23318804,chr15,75494410
cg23448096,chr15,100273505
cg25004981,chr15,101085028
cg25808839,chr15,63414067
cg26196700,chr15,45315430
cg26509022,chr15,101419296
cg00151607,chr16,88923507
cg00519627,chr16,4466650
cg01195053,chr16,2653274
cg01261535,chr16,4897216
cg01343729,chr16,30582930
cg01352882,chr16,730130
cg01866162,chr16,67596514
cg01985852,chr16,88772985
cg02331561,chr16,2391081
cg02733650,chr16,30441347
cg02755525,chr16,47177175
cg02801598,chr16,66914223
cg03047098,chr16,71843015
cg03238797,chr16,77468893
cg03390211,chr16,325826
cg03631076,chr16,87985047
cg03942436,chr16,30583048
cg04211818,chr16,3661492
cg05038209,chr16,87426147
cg05313261,chr16,30134350
cg06039624,chr16,20818068
cg06090630,chr16,2827139
cg06140118,chr16,68056778
cg06215939,chr16,1755402
cg06220235,chr16,11349023
cg06295404,chr16,11350337
cg07179770,chr16,84681994
cg07595943,chr16,84224901
cg07703401,chr16,230341
cg07749808,chr16,19179817
cg08708323,chr16,1728724
cg08781448,chr16,88923231
cg09438266,chr16,30569751
cg09587549,chr16,31214126
cg09594067,chr16,70285806
cg09787254,chr16,74808678
cg09830866,chr16,771714
cg10665018,chr16,30582881
cg11141013,chr16,30583056
cg11289251,chr16,68056774
cg11869721,chr16,21611122
cg11973052,chr16,11349832
cg13031432,chr16,58497767
cg13448401,chr16,46723048
cg14658900,chr16,3450923
cg14791831,chr16,28565295
cg15001381,chr16,403314
cg15309006,chr16,23766116
cg15834294,chr16,12009842
cg16158681,chr16,56623109
cg16245339,chr16,451507
cg16356516,chr16,70286390
cg16732880,chr16,791244
cg16998213,chr16,765434
cg17171916,chr16,3333486
cg17465219,chr16,75498559
cg17640201,chr16,30407289
cg17745122,chr16,54320230
cg17880199,chr16,15950840
cg17982504,chr16,68056849
cg18427589,chr16,30960279
cg18826520,chr16,718242
cg19769182,chr16,29823868
cg21306218,chr16,89787478
cg21335942,chr16,58549945
cg21348691,chr16,68057212
cg21503093,chr16,10674468
cg21658946,chr16,69364455
cg21682826,chr16,56965767
cg21875234,chr16,12009405
cg22115808,chr16,4743814
cg22116290,chr16,68481968
cg22730830,chr16,2867434
cg23048366,chr16,1876863
cg23297477,chr16,66638293
cg23660191,chr16,30582942
cg23758485,chr16,68482202
cg24148044,chr16,85061578
cg24307225,chr16,58231550
cg24333473,chr16,3493428
cg24654547,chr16,68057165
cg24826867,chr16,85932853
cg25459778,chr16,1664582
cg25760229,chr16,1203595
cg26352374,chr16,57570280
cg26709950,chr16,66959235
cg26762198,chr16,284647
cg27586455,chr16,30583024
cg00032227,chr17,72772512
cg00089071,chr17,36905809
cg00654814,chr17,74865068
cg00804048,chr17,7210539
cg00953277,chr17,74732700
cg01044722,chr17,8534126
cg01151686,chr17,33307622
cg01168201,chr17,1958412
cg01204271,chr17,7198000
cg01428361,chr17,48556460
cg01446983,chr17,47754976
cg01697732,chr17,66597500
cg02102644,chr17,35969361
cg02131967,chr17,61554106
cg02360836,chr17,61920188
cg02451362,chr17,79885650
cg02516388,chr17,48503634
cg02527529,chr17,42219679
cg03729431,chr17,15848264
cg03777405,chr17,46125833
cg03958344,chr17,40118638
cg04532952,chr17,58227745
cg04856689,chr17,43862032
cg04985146,chr17,79670585
cg05052633,chr17,29249485
cg05236474,chr17,8093493
cg05270634,chr17,41177445
cg05288569,chr17,40021733
cg05348272,chr17,80710049
cg05529097,chr17,7518511
cg05590257,chr17,17109570
cg06011292,chr17,8534013
cg06168050,chr17,30677336
cg06307169,chr17,38296698
cg06353318,chr17,72920378
cg06710522,chr17,45908972
cg07628086,chr17,33914258
cg07811750,chr17,4890503
cg07823492,chr17,46608099
cg07855056,chr17,28443892
cg07882831,chr17,72209802
cg08024766,chr17,76777877
cg08089301,chr17,46655561
cg08172935,chr17,66244127
cg08261666,chr17,8066251
cg08308286,chr17,74732409
cg08349573,chr17,77020243
cg09634802,chr17,38219592
cg09644722,chr17,60885519
cg09822907,chr17,48450481
cg09892203,chr17,64961140
cg09978128,chr17,8339376
cg10645943,chr17,79980825
cg11553177,chr17,26988816
cg12314510,chr17,56161063
cg12374721,chr17,46799640
cg12577610,chr17,61920423
cg12693135,chr17,79651124
cg13670595,chr17,72983817
cg13877465,chr17,47074670
cg14438174,chr17,7137923
cg14572485,chr17,66244196
cg14732136,chr17,66031828
cg15214092,chr17,79670496
cg15215114,chr17,7307419
cg15600835,chr17,78518556
cg15692239,chr17,26903955
cg15820189,chr17,73663551
cg15945417,chr17,18129026
cg16296356,chr17,33447110
cg16685860,chr17,4710619
cg16878652,chr17,80009856
cg17304878,chr17,61627899
cg18006085,chr17,48474872
cg18085206,chr17,1359243
cg18242682,chr17,80477962
cg18337803,chr17,48638187
cg18454685,chr17,48639239
cg19267846,chr17,47307954
cg19383689,chr17,25621092
cg19567046,chr17,40925516
cg19693015,chr17,78965712
cg20050012,chr17,26971809
cg20228512,chr17,36904069
cg20590849,chr17,73267439
cg20723355,chr17,6679597
cg20736065,chr17,55334276
cg21039822,chr17,79869136
cg21178548,chr17,48207167
cg21460081,chr17,46656012
cg21784498,chr17,26645922
cg21842478,chr17,46806046
cg22040627,chr17,6617030
cg22140675,chr17,42147960
cg22370370,chr17,47439802
cg22660578,chr17,35294029
cg22663117,chr17,79670454
cg22778981,chr17,37856133
cg23159296,chr17,17740009
cg23196133,chr17,7388063
cg23202277,chr17,43971911
cg23244421,chr17,80056046
cg23356993,chr17,76921500
cg23422659,chr17,44929215
cg23423382,chr17,16472440
cg23807559,chr17,71189217
cg23887396,chr17,26699551
cg23894539,chr17,37793518
cg23906291,chr17,37844223
cg23913400,chr17,73717552
cg24181591,chr17,7211285
cg24274272,chr17,72278023
cg24443925,chr17,16118806
cg24497270,chr17,42401753
cg25026013,chr17,3571884
cg25499099,chr17,7284662
cg25543676,chr17,38803968
cg25737491,chr17,7145532
cg26111030,chr17,37856378
cg26162695,chr17,12921313
cg26787505,chr17,27053695
cg26990660,chr17,40913221
cg27227786,chr17,54911265
cg27607639,chr17,26879503
cg00027083,chr18,5543801
cg01968530,chr18,21017974
cg02273078,chr18,158567
cg02901122,chr18,33647344
cg03029145,chr18,45456587
cg04510262,chr18,12884175
cg04534765,chr18,74962369
cg05970790,chr18,77156689
cg07846220,chr18,7117680
cg08568512,chr18,33877839
cg09685104,chr18,13726506
cg12796229,chr18,12408045
cg13673779,chr18,48723081
cg14118546,chr18,29523417
cg14155416,chr18,6414330
cg14532644,chr18,55253643
cg15156844,chr18,3880020
cg16961218,chr18,76829143
cg17688525,chr18,6414978
cg17705056,chr18,77711560
cg18106189,chr18,13218595
cg20670302,chr18,43652172
cg20801056,chr18,74844767
cg22792432,chr18,18691067
cg23613305,chr18,61034556
cg24711626,chr18,29522957
cg25291907,chr18,19321706
cg25682559,chr18,33877021
cg00061059,chr19,14640983
cg00275232,chr19,45579541
cg00308133,chr19,1401118
cg00445824,chr19,18548929
cg00815440,chr19,29704028
cg00876704,chr19,14544684
cg01221484,chr19,58920079
cg01493303,chr19,48949047
cg01755369,chr19,10764728
cg01881255,chr19,40950703
cg02085507,chr19,6739192
cg02144298,chr19,33792681
cg02197293,chr19,39523158
cg02239082,chr19,48972844
cg02364038,chr19,797109
cg02433671,chr19,11529856
cg02479575,chr19,4769653
cg02644301,chr19,14640456
cg02793099,chr19,57350004
cg02841886,chr19,14117094
cg02879662,chr19,46800467
cg03212129,chr19,34895470
cg03430067,chr19,14016927
cg04126816,chr19,56159710
cg04511195,chr19,3523009
cg04762346,chr19,10341584
cg04765929,chr19,4639662
cg04845144,chr19,45999799
cg05501721,chr19,18794247
cg05554936,chr19,11450261
cg05908775,chr19,58144687
cg06243556,chr19,58609473
cg06583518,chr19,38085456
cg06661765,chr19,13106629
cg06717231,chr19,9434953
cg06864275,chr19,1174154
cg07053469,chr19,40023281
cg07099627,chr19,11466020
cg07186707,chr19,39616465
cg07248407,chr19,10829176
cg07584959,chr19,892937
cg07799434,chr19,12845367
cg07847428,chr19,8478158
cg08265265,chr19,2740053
cg09192760,chr19,54606228
cg09231514,chr19,5681323
cg09374949,chr19,18548964
cg09628601,chr19,47523630
cg09949775,chr19,18902107
cg10266068,chr19,18451573
cg10332700,chr19,53636077
cg10681137,chr19,51607839
cg10810921,chr19,18717641
cg11140785,chr19,57703301
cg11368509,chr19,55851365
cg11459714,chr19,51520658
cg11913104,chr19,13056743
cg12116020,chr19,14228622
cg12266551,chr19,45394624
cg12412075,chr19,49618425
cg12748926,chr19,40854020
cg12846938,chr19,14640140
cg13179983,chr19,18264162
cg13237829,chr19,14640386
cg13332130,chr19,41284234
cg13343486,chr19,51520533
cg13668397,chr19,48673955
cg13791658,chr19,56165797
cg14058998,chr19,48281859
cg14149007,chr19,47219555
cg14509125,chr19,47551842
cg14658285,chr19,1905417
cg15142488,chr19,42348947
cg15299463,chr19,49865398
cg15334028,chr19,10829162
cg15375239,chr19,38755287
cg15377649,chr19,39138400
cg15392792,chr19,10829173
cg15408407,chr19,1438438
cg15534084,chr19,52408044
cg15540054,chr19,45004280
cg16232979,chr19,16187631
cg16539981,chr19,49865373
cg16860694,chr19,35645689
cg17043366,chr19,8578907
cg17162271,chr19,14640371
cg17165284,chr19,10829165
cg17283268,chr19,633490
cg17470637,chr19,8478017
cg17477756,chr19,8509471
cg17518965,chr19,3178955
cg17669700,chr19,1384167
cg17861230,chr19,18343901
cg18133957,chr19,1450493
cg18384168,chr19,639746
cg18644543,chr19,1067356
cg18728606,chr19,2050773
cg18950617,chr19,1066959
cg19317638,chr19,45542562
cg19596204,chr19,18548583
cg19955257,chr19,699032
cg20147100,chr19,1020733
cg20314660,chr19,14530105
cg20643362,chr19,30206369
cg21331821,chr19,58545149
cg21336547,chr19,15490553
cg21517055,chr19,14016717
cg21639968,chr19,59070227
cg21663431,chr19,10736355
cg21700070,chr19,54641527
cg21790626,chr19,58220494
cg22255355,chr19,58838374
cg22392666,chr19,35634167
cg22464423,chr19,44144337
cg22469141,chr19,14640373
cg22517351,chr19,17666898
cg22732515,chr19,44031385
cg22874046,chr19,10381763
cg22902083,chr19,1026642
cg23257840,chr19,57703144
cg23350087,chr19,7587498
cg23441208,chr19,49314192
cg23456306,chr19,1286260
cg23470272,chr19,14640395
cg23473726,chr19,58978569
cg23476955,chr19,16308634
cg23963136,chr19,8372973
cg23968678,chr19,54693625
cg24012887,chr19,13228900
cg24352736,chr19,11040012
cg24443885,chr19,44716952
cg24832140,chr19,48774411
cg24957950,chr19,39616336
cg25041148,chr19,58838420
cg25536300,chr19,797459
cg25713309,chr19,17337319
cg25875213,chr19,38183055
cg25902889,chr19,4305090
cg26605086,chr19,30302655
cg26615712,chr19,34856250
cg26623224,chr19,49661080
cg26646370,chr19,4279441
cg26887625,chr19,58874030
cg27557143,chr19,19754301
cg00943909,chr20,57427942
cg01483882,chr20,33292450
cg01663968,chr20,57582006
cg02047577,chr20,62587702
cg02425732,chr20,17662212
cg02635865,chr20,56885090
cg03035419,chr20,60962318
cg03414321,chr20,30640022
cg03503905,chr20,60640758
cg03567830,chr20,61339871
cg04048259,chr20,57875346
cg04562739,chr20,5107446
cg04757428,chr20,62284615
cg05558390,chr20,57415377
cg06269001,chr20,25176407
cg06497752,chr20,61448534
cg07115304,chr20,361903
cg07704144,chr20,1247415
cg08003150,chr20,62103627
cg10054127,chr20,32262111
cg10211877,chr20,30539733
cg10642330,chr20,36150061
cg11934695,chr20,4230092
cg12388309,chr20,9819805
