CpGmarker,chr:coord_hg19,Gene_body,CGI,Shore,Shelf,ChrHMM_state
cg04878727,chr6:28317483,True,False,False,False,2
cg05360265,chr6:147525477,False,True,False,False,3
cg06659073,chr6:158589307,True,True,False,False,1
cg06913228,chr6:90062465,True,True,False,False,3
cg07077459,chr6:144329052,True,True,False,False,1
cg07336230,chr6:39693357,False,False,True,False,1
cg07914959,chr6:91006321,True,True,False,False,1
cg07935151,chr6:31774618,True,True,False,False,1
cg07936037,chr6:7313172,True,True,False,False,3
cg07940485,chr6:111409222,True,True,False,False,23
cg08179530,chr6:36648295,True,True,False,True,1
cg08738040,chr6:42896906,False,False,True,False,2
cg08826863,chr6:43738006,True,True,False,False,3
cg09384159,chr6:112408580,True,True,False,False,1
cg09472953,chr6:146056770,True,True,False,False,1
cg09657265,chr6:123110763,True,True,False,False,1
cg09834205,chr6:150185198,True,True,False,False,2
cg11763112,chr6:84937277,True,True,False,False,1
cg12757684,chr6:144329485,True,True,False,False,1
cg12963312,chr6:52441723,False,True,True,False,3
cg13562911,chr6:11044106,True,True,False,False,23
cg14338887,chr6:42928500,True,True,False,False,23
cg14363494,chr6:33176234,False,True,False,True,1
cg14402472,chr6:29691165,True,True,False,False,23
cg14426525,chr6:123110598,True,True,False,False,2
cg14839932,chr6:43139162,True,True,False,True,1
cg15256539,chr6:80816434,True,True,False,False,1
cg16041611,chr6:43139680,True,True,False,True,3
cg16842485,chr6:31628639,False,True,False,False,3
cg17055145,chr6:76459077,True,True,False,False,2
cg17329164,chr6:32121259,True,False,True,False,2
cg18055007,chr6:31698226,True,True,False,False,9
cg18189601,chr6:33176225,False,True,False,True,1
cg18217172,chr6:139309321,True,True,False,False,3
cg18247054,chr6:167369941,True,True,False,False,1
cg18335933,chr6:2765945,True,True,False,False,3
cg18387216,chr6:114291911,True,True,False,False,3
cg18418460,chr6:150390014,True,True,False,False,2
cg18630040,chr6:46702983,True,True,False,False,23
cg18654873,chr6:91296666,True,True,False,False,3
cg19595170,chr6:43139150,True,True,False,True,1
cg20225889,chr6:33285470,True,True,False,True,1
cg21195414,chr6:53213871,True,True,False,False,3
cg21273098,chr6:109762418,True,True,False,False,3
cg21663580,chr6:43044771,True,True,False,False,3
cg21769943,chr6:37137738,False,True,False,False,22
cg22378065,chr6:144329172,True,True,False,False,1
cg22407458,chr6:35109121,True,True,False,False,24
cg22874560,chr6:37225361,True,True,False,False,2
cg23076086,chr6:112194849,False,True,False,False,2
cg23244913,chr6:29943401,False,False,True,False,23
cg23390397,chr6:109777103,True,True,False,False,1
cg23429696,chr6:71665936,True,True,False,False,23
cg23833452,chr6:146864752,False,True,False,False,1
cg24000189,chr6:30710425,True,True,False,False,1
cg24311382,chr6:132272408,True,True,True,False,23
cg24358465,chr6:27100860,True,True,False,False,2
cg24450157,chr6:30640543,True,True,False,False,3
cg24847163,chr6:29600980,True,False,True,False,1
cg25211525,chr6:3751739,True,True,False,False,3
cg25885771,chr6:27806081,True,True,False,False,3
cg26252167,chr6:110300573,True,True,False,False,24
cg26331192,chr6:24775229,True,True,False,False,3
cg26845300,chr6:158243833,True,True,False,False,2
cg27331144,chr6:33175688,False,True,False,True,3
cg27472295,chr6:83073619,True,True,False,False,2
cg00084687,chr7:92076896,True,True,False,False,3
cg00288562,chr7:23571645,True,True,False,False,1
cg01048931,chr7:55639931,True,True,False,False,3
cg01888566,chr7:130126513,True,True,False,False,2
cg02096656,chr7:139025181,True,True,False,False,1
cg02376703,chr7:143106130,False,False,False,False,16
cg02661879,chr7:128470614,True,True,False,False,3
cg03266904,chr7:135194685,True,True,False,False,3
cg03311036,chr7:142985443,True,True,False,False,3
cg04350646,chr7:42972170,True,True,False,False,3
cg04619859,chr7:134855396,True,True,False,False,3
cg04770504,chr7:24797363,True,True,False,False,2
cg05526376,chr7:97736360,True,True,False,False,3
cg05669210,chr7:100450634,True,False,True,False,3
cg05953394,chr7:151573773,True,True,False,False,2
cg06161738,chr7:151722986,True,True,False,False,1
cg07050831,chr7:139025240,True,True,False,False,1
cg07424155,chr7:116503126,True,False,True,False,3
cg07651242,chr7:45614720,True,True,False,False,23
cg07671603,chr7:156433350,True,True,False,False,1
cg07681084,chr7:156685826,True,True,False,False,1
cg07819926,chr7:139025145,True,True,False,False,1
cg08107767,chr7:56019574,True,True,False,False,1
cg08434234,chr7:137531173,True,True,False,False,23
cg08572611,chr7:100253914,True,True,False,False,24
cg08575537,chr7:100318626,True,True,False,False,23
cg08635249,chr7:127983877,True,True,False,False,3
cg08703595,chr7:35734160,True,True,False,False,3
cg08724636,chr7:39663756,True,True,False,False,3
cg09283635,chr7:127032512,True,True,False,False,3
cg09450020,chr7:89841435,True,True,False,False,2
cg10158711,chr7:148725822,False,True,False,False,1
cg10256052,chr7:99036534,True,True,False,False,1
cg10293925,chr7:38670985,True,True,False,False,22
cg10442358,chr7:100137102,True,False,True,False,3
cg10551759,chr7:121036528,False,True,False,False,1
cg10639440,chr7:30029231,True,True,False,False,1
cg10698222,chr7:99756139,True,True,False,False,3
cg10857807,chr7:2272392,True,True,False,False,3
cg11051843,chr7:80548695,True,True,False,False,1
cg11166252,chr7:17338258,True,True,False,False,1
cg11528101,chr7:43909044,True,True,False,False,1
cg11592951,chr7:100472745,True,True,False,False,3
cg11609154,chr7:139026010,True,True,False,False,1
cg11719452,chr7:100027776,True,True,False,False,3
cg11959821,chr7:45151241,True,True,False,False,3
cg12588476,chr7:99647494,True,False,False,False,1
cg12776163,chr7:35840706,True,True,False,False,1
cg12782180,chr7:127880932,False,True,False,False,24
cg12838902,chr7:5322586,True,False,True,False,19
cg13369981,chr7:100027501,True,True,False,False,3
cg13679077,chr7:22862647,False,False,True,False,2
cg13801416,chr7:134143919,True,True,False,False,1
cg14001567,chr7:86974838,False,True,False,False,1
cg14018807,chr7:127225619,True,True,False,True,2
cg14094063,chr7:140624470,True,True,False,False,1
cg14094960,chr7:55086890,True,True,False,False,23
cg14785449,chr7:97501736,True,True,False,False,2
cg15413566,chr7:8301971,True,True,False,False,1
cg15740366,chr7:128049868,True,True,False,True,1
cg15816080,chr7:65670215,True,True,False,False,1
cg15898840,chr7:45960834,True,True,False,False,23
cg16040953,chr7:1609817,True,True,False,False,3
cg16063666,chr7:86974833,False,True,False,False,1
cg16192029,chr7:117864674,True,False,False,False,25
cg17607973,chr7:100027408,True,True,False,False,3
cg18349835,chr7:158937107,True,True,False,False,23
cg18417464,chr7:139025179,True,True,False,False,1
cg18515291,chr7:73134093,False,True,False,False,22
cg18577494,chr7:100033938,True,True,False,False,3
cg18705067,chr7:75914998,True,False,False,True,25
cg19118812,chr7:37488438,True,True,False,False,2
cg19221959,chr7:94537347,True,True,False,False,1
cg19594666,chr7:127881280,False,True,False,False,24
cg19744122,chr7:105752980,True,True,False,False,1
cg19747852,chr7:23571693,False,True,False,False,1
cg19781133,chr7:150674980,True,True,True,False,22
cg20052718,chr7:19156902,True,True,False,False,1
cg20122491,chr7:99102313,True,True,False,False,1
cg20419410,chr7:155089803,True,True,False,False,3
cg21270593,chr7:94293250,True,False,True,False,25
cg21685565,chr7:2883529,True,True,False,False,3
cg22920873,chr7:139025153,True,True,False,False,1
cg24000099,chr7:6487512,True,True,False,False,3
cg24302095,chr7:50861049,True,False,True,False,1
cg24315860,chr7:105029492,True,True,False,False,1
cg24446548,chr7:19157263,True,True,False,False,23
cg24481633,chr7:111846146,True,True,False,False,3
cg25167643,chr7:121513538,True,True,False,False,23
cg25167838,chr7:155605092,False,True,True,False,23
cg25533361,chr7:2395147,True,True,False,False,3
cg25691167,chr7:19184961,True,True,True,False,24
cg25946952,chr7:143059218,True,True,False,False,23
cg26083396,chr7:128049885,True,True,False,True,1
cg26521404,chr7:27204981,True,True,False,True,23
cg26561611,chr7:73097960,True,True,False,False,1
cg26817382,chr7:44621808,True,True,False,False,1
cg27009703,chr7:27204894,True,True,False,True,23
cg27076139,chr7:31091718,False,True,False,False,24
cg27190537,chr7:56131961,True,True,False,False,3
cg27268486,chr7:79764291,True,True,False,False,1
cg00317680,chr8:97274070,True,True,False,False,3
cg01399317,chr8:144810339,True,True,True,False,25
cg01677098,chr8:54935025,True,True,False,False,1
cg01806808,chr8:142011144,True,True,False,False,1
cg02617361,chr8:42911308,True,True,False,False,3
cg04017769,chr8:38644939,True,True,False,False,3
cg04228628,chr8:9413457,True,True,False,False,1
cg04333463,chr8:62626687,True,True,False,False,3
cg06281795,chr8:91095114,True,False,False,False,23
cg06333435,chr8:22102724,True,True,False,False,3
cg06543761,chr8:94929239,True,True,False,False,1
cg07103819,chr8:145550365,True,True,False,False,1
cg07490776,chr8:42010169,False,True,False,False,2
cg07595113,chr8:67525279,True,True,False,False,2
cg08811349,chr8:124286482,True,True,False,False,1
cg08825571,chr8:145159373,True,True,False,True,1
cg08949296,chr8:75233153,True,True,False,False,2
cg09664442,chr8:681122,True,True,False,False,1
cg10220156,chr8:29120487,True,True,False,False,1
cg10303487,chr8:105479058,True,True,False,False,23
cg10368981,chr8:26435313,True,True,False,False,1
cg10473004,chr8:87526705,True,True,False,False,1
cg10964421,chr8:23021093,True,True,False,False,3
cg11238505,chr8:145691776,True,True,False,True,2
cg11617144,chr8:145729772,True,False,True,False,15
cg11856918,chr8:20054956,True,True,False,False,3
cg12254515,chr8:124054090,True,True,False,False,3
cg12270520,chr8:146023939,False,True,False,False,2
cg12508214,chr8:124553600,False,True,False,False,1
cg13405161,chr8:141646303,False,True,True,False,2
cg13592003,chr8:146126815,True,True,False,False,1
cg13612524,chr8:37593879,False,True,False,False,2
cg13912117,chr8:132054555,True,True,False,False,23
cg13983578,chr8:29208153,True,True,False,True,2
cg14015044,chr8:22960619,True,True,False,False,23
cg14830952,chr8:86089500,True,True,False,False,1
cg14900471,chr8:11561620,True,True,False,True,23
cg15839448,chr8:41166530,True,True,False,False,23
cg15857475,chr8:145742913,True,True,False,True,3
cg16060664,chr8:42010866,True,True,False,False,1
cg16241714,chr8:48650511,True,True,False,False,1
cg16286776,chr8:141644897,True,True,True,False,3
cg16326979,chr8:107670161,True,True,False,False,1
cg17150465,chr8:144897558,False,True,False,True,3
cg17162024,chr8:53478454,False,True,False,False,23
cg17168535,chr8:21777572,True,True,False,False,3
cg17452277,chr8:110551976,True,True,False,False,22
cg17457560,chr8:32405851,True,True,False,False,23
cg18070061,chr8:29207457,True,True,False,True,3
cg19139277,chr8:28243953,True,True,False,False,1
cg20672744,chr8:681352,True,True,False,False,1
cg20888907,chr8:38244244,True,True,False,True,2
cg21099326,chr8:27168591,True,True,False,False,3
cg21281001,chr8:11725306,True,True,True,False,3
cg22870256,chr8:11660209,True,True,False,False,3
cg23045373,chr8:11324048,True,True,False,False,2
cg23290344,chr8:24771466,True,True,False,False,23
cg23324259,chr8:82754387,True,True,False,False,1
cg23512958,chr8:79717776,False,False,True,False,23
cg25192419,chr8:25042348,True,True,False,False,1
cg25358938,chr8:29940886,False,False,True,False,2
cg25751295,chr8:29208540,False,True,True,False,1
cg25781202,chr8:33424350,True,True,False,False,1
cg25788012,chr8:145133899,True,True,False,True,3
cg25990647,chr8:54164081,True,True,False,False,23
cg26421123,chr8:146078231,True,True,False,False,3
cg26910651,chr8:30669848,True,True,False,False,3
cg27016990,chr8:133492476,True,True,False,False,23
cg27170159,chr8:101170019,False,False,True,False,2
cg00475955,chr9:131592049,True,True,False,False,1
cg01618660,chr9:100882376,False,False,True,False,17
cg01725199,chr9:101569990,True,True,False,False,1
cg02058918,chr9:101470884,True,True,False,False,23
cg02068676,chr9:140149483,False,True,False,False,2
cg02608019,chr9:93564028,False,True,False,False,1
cg02942159,chr9:19379994,True,True,False,False,3
cg03079681,chr9:21994223,True,True,False,False,2
cg03243895,chr9:131314908,True,True,False,False,1
cg03261004,chr9:139981660,True,True,False,False,1
cg03804985,chr9:130159694,True,True,True,False,2
cg03848555,chr9:77567361,True,True,False,False,1
cg03950009,chr9:102669115,True,True,False,False,1
cg04065065,chr9:35096250,True,True,False,False,1
cg05801648,chr9:93564456,True,True,False,False,3
cg06087537,chr9:36401074,True,True,False,False,1
cg06252382,chr9:115913783,True,True,False,False,2
cg06383088,chr9:100459634,True,True,False,False,1
cg06974755,chr9:135996931,True,True,False,False,2
cg07027685,chr9:95055737,True,False,True,False,3
cg07309102,chr9:110251826,True,True,False,False,1
cg07772309,chr9:140353475,True,True,False,True,1
cg07981910,chr9:124461412,True,False,True,False,22
cg08101172,chr9:15510857,True,True,False,False,1
cg08128768,chr9:124462182,True,True,True,False,23
cg08287471,chr9:127020658,True,True,False,False,3
cg08758850,chr9:127533554,True,True,False,False,1
cg09000510,chr9:35605352,True,True,False,False,1
cg09092161,chr9:130639739,True,True,False,False,3
cg09160477,chr9:95820913,False,True,False,False,2
cg09431062,chr9:131790499,True,False,True,False,1
cg09944147,chr9:116918247,True,False,True,False,22
cg10319505,chr9:85678251,False,True,False,False,23
cg10524192,chr9:34637478,True,True,False,False,3
cg10604703,chr9:137001737,True,True,False,False,3
cg11184091,chr9:131843633,True,True,False,False,1
cg11222041,chr9:132586346,True,True,False,False,1
cg11613875,chr9:27573889,False,True,True,False,1
cg11747771,chr9:6645468,True,True,False,False,23
cg11797883,chr9:127631644,True,True,False,False,3
cg12004206,chr9:138987102,True,True,False,False,1
cg12085225,chr9:135230256,True,True,False,False,3
cg12927153,chr9:125133318,True,False,False,False,2
cg12998491,chr9:134152531,False,True,False,False,3
cg13033853,chr9:133814399,True,True,False,False,2
cg13789236,chr9:79009433,True,True,False,False,1
cg14060836,chr9:88897456,True,True,False,False,1
cg14139633,chr9:131103210,True,True,False,False,3
cg14304761,chr9:93564149,True,True,False,False,1
cg14507042,chr9:139781209,True,True,False,True,3
cg14707431,chr9:100395413,True,True,False,False,1
cg14829378,chr9:33167077,True,True,False,False,3
cg15003434,chr9:136202985,True,True,False,True,3
cg15636365,chr9:140446240,True,True,False,False,1
cg15720535,chr9:139582585,False,True,False,False,2
cg15852879,chr9:132404411,True,True,False,False,1
cg16645539,chr9:15422589,False,True,False,False,2
cg17185543,chr9:139760589,True,False,True,False,3
cg17792192,chr9:138774526,True,False,False,False,6
cg18453621,chr9:129376904,True,True,False,False,24
cg18794577,chr9:104501030,False,True,False,False,24
cg19133618,chr9:22008970,True,True,False,True,2
cg19432894,chr9:33025349,True,True,False,False,3
cg20616414,chr9:95947396,True,True,False,False,22
cg21060854,chr9:132565518,True,True,False,False,1
cg21618439,chr9:100954694,True,False,True,False,2
cg21925493,chr9:95858671,True,True,False,False,3
cg22336401,chr9:140336227,True,True,False,True,22
cg22419075,chr9:140008995,True,True,False,True,1
cg23074747,chr9:27573817,True,True,True,False,1
cg23378495,chr9:35096265,True,True,False,False,1
cg23788167,chr9:74979561,True,True,False,False,3
cg24088229,chr9:33076554,True,True,False,False,3
cg25106814,chr9:26892479,True,True,False,False,1
cg25282780,chr9:4741505,True,True,False,False,1
cg25287375,chr9:77703619,True,True,False,False,1
cg25336579,chr9:80912260,True,True,False,False,3
cg25418831,chr9:79792647,True,True,False,False,1
cg25902460,chr9:126030596,True,False,True,False,1
cg25910443,chr9:97488953,False,True,False,False,1
cg26233529,chr9:37801319,True,True,False,False,3
cg26277709,chr9:97488940,False,True,False,False,1
cg26315493,chr9:35071724,True,False,True,False,3
cg27627570,chr9:131183239,True,True,False,False,3
cg00471562,chr10:1102373,True,True,False,False,3
cg01805540,chr10:18429749,True,True,False,False,22
cg01819863,chr10:32635814,True,True,False,False,3
cg01994328,chr10:30723347,True,True,False,False,3
cg02163937,chr10:126432368,True,True,False,False,3
cg02756614,chr10:95242111,False,False,False,False,2
