title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	description.1	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	supplementary_file.1	data_row_count	season:ch1	Sex:ch1	tissue:ch1
200251580131_R06C02	GSM2656194	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656194/suppl/GSM2656194_200251580131_R06C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656194/suppl/GSM2656194_200251580131_R06C02_Red.idat.gz	0	NA	M	blood
200251580132_R01C01	GSM2656195	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656195/suppl/GSM2656195_200251580132_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656195/suppl/GSM2656195_200251580132_R01C01_Red.idat.gz	0	NA	F	blood
200251580132_R01C02	GSM2656196	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656196/suppl/GSM2656196_200251580132_R01C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656196/suppl/GSM2656196_200251580132_R01C02_Red.idat.gz	0	rainy	M	blood
200251580132_R02C01	GSM2656197	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656197/suppl/GSM2656197_200251580132_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656197/suppl/GSM2656197_200251580132_R02C01_Red.idat.gz	0	dry	M	blood
200251580132_R02C02	GSM2656198	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656198/suppl/GSM2656198_200251580132_R02C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656198/suppl/GSM2656198_200251580132_R02C02_Red.idat.gz	0	rainy	M	blood
200251580132_R03C01	GSM2656199	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656199/suppl/GSM2656199_200251580132_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656199/suppl/GSM2656199_200251580132_R03C01_Red.idat.gz	0	dry	M	blood
200251580132_R03C02	GSM2656200	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656200/suppl/GSM2656200_200251580132_R03C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656200/suppl/GSM2656200_200251580132_R03C02_Red.idat.gz	0	NA	F	blood
200251580132_R04C01	GSM2656201	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656201/suppl/GSM2656201_200251580132_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656201/suppl/GSM2656201_200251580132_R04C01_Red.idat.gz	0	NA	M	blood
200251580132_R04C02	GSM2656202	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	replicate	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656202/suppl/GSM2656202_200251580132_R04C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656202/suppl/GSM2656202_200251580132_R04C02_Red.idat.gz	0	dry	M	blood
200251580132_R05C01	GSM2656203	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656203/suppl/GSM2656203_200251580132_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656203/suppl/GSM2656203_200251580132_R05C01_Red.idat.gz	0	dry	M	blood
200251580132_R05C02	GSM2656204	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656204/suppl/GSM2656204_200251580132_R05C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656204/suppl/GSM2656204_200251580132_R05C02_Red.idat.gz	0	NA	M	blood
200251580132_R06C01	GSM2656205	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656205/suppl/GSM2656205_200251580132_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656205/suppl/GSM2656205_200251580132_R06C01_Red.idat.gz	0	NA	F	blood
200251580132_R06C02	GSM2656206	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656206/suppl/GSM2656206_200251580132_R06C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656206/suppl/GSM2656206_200251580132_R06C02_Red.idat.gz	0	dry	F	blood
200251580152_R01C01	GSM2656207	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656207/suppl/GSM2656207_200251580152_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656207/suppl/GSM2656207_200251580152_R01C01_Red.idat.gz	0	rainy	M	blood
200251580152_R01C02	GSM2656208	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	replicate	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656208/suppl/GSM2656208_200251580152_R01C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656208/suppl/GSM2656208_200251580152_R01C02_Red.idat.gz	0	NA	M	blood
